"1.      What do you think are barriers to getting ahead and becoming financially stable?  For each of the  following 27 options listed, please mark (x) if you think it is a “Big Barrier,” “Less of a Barrier” or “Not a Barrier” in your local community?",,,,,,,,,,,,,,,,,,,,,,,,,,,"1.      Our state is currently in an economic and health crisis. What type of PROGRAMS do you think are most needed to respond? (Pick your top three Priorities in the TOP column, add your next three priorities in the NEXT column)",,,,,,,,,,,,,,,,,,,,Any other program needed that would best help families become self-sufficient? (fill in),"a.      How familiar are you with the programs that are offered by EightCAP, Inc.?",,a.      Which response best describes how you see EightCAP’s current role in our community? (Please pick one.),a.      How can EightCAP best serve in the future? (Pick all the options that you think apply.),,,,,, Which county do you live in?,b. What best describes your relationship with EightCAP?,Have you used any of the following services from EightCAP in the last three years?,,,,,,,,,,,Have you experienced any of the following in the past year?,,,,,,,,,,,,,,,,What best describes your work status? (Check all that apply),What Counties do you work in? Check all that apply.,,,,,Do you have health insurance?,What best describes your Race/Ethnicity?,Gender?,Age,Marital Status,Schooling – last grade/degree completed?,Military Status?,Your current housing situtation?,"What is the monthly cost of housing for you- (include estimated cost of utilities, insurance in amount?)",How many people (adults and children) in your household?,What is your total Household income range?,Do you have a computer at home?,Do you have a Smart phone?,Do you have internet access?,Is there anything else about your circumstances you would like to share?,Is there anything else about the community's changing needs you would like to add?
Big Barrier,Big Barrier,Big Barrier,Big Barrier,Don't know,Don't know,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Don't know,Big Barrier,Not a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Not Applicable,Top Priority,Not Applicable,Top Priority,Top Priority,Not Applicable,Not Applicable,Not Applicable,Top Priority,Not Applicable,Not Applicable,Not Applicable,Top Priority,Top Priority,Top Priority,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,Advocate for low income residents in the community,Partner with other organizations and agencies in the community,,Montcalm,Client (in past or currently),,,,,,,,,,,Consumers energy,,"b.	Received a shut-off notice for utilities","c.	Been without heat",,"e.	Used a food bank or food pantry","f.	Did you or family member cut or skip a meal because there was not enough money for food","g.	Household member lost job/laid off from work",,i.   Didn’t go to the doctor because of the cost,j. Didn’t get a prescription filled because of the cost,,,m. Your family income dropped because an adult left the household,n. Your family income dropped because an adult became disabled and couldn’t work,o. Had a bank account closed because overdrawn,p. Missed a car payment/ insurance payment,"2.	Retired",,,,,Other,Yes,White or Caucasian,Female,24-44 years,Other,Started College,N/A,Renting home or apartment,500,Household of 4,"Under $6,000",Yes,Yes,Yes,Finding section 8 house like Greenville has..,Nope
Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Next Priority,Top Priority,Next Priority,Next Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),,,,,,Ionia,Community member,,,,,,,,,,,,,,,,,,,,,,,l. Missed work because child care plans fell through,,,,,"3.	Work for private business",,Ionia,,,,No,White or Caucasian,Female,24-44 years,Divorced,Started College,N/A,Renting home or apartment,1000,Household of 5,"$12,001 – 25,000",Yes,Yes,Yes,,
Don't know,Don't know,Don't know,Don't know,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Don't know,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Top Priority,Top Priority,Next Priority,Next Priority,Top Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Top Priority,Next Priority,Top Priority,Next Priority,Next Priority,Next Priority,Next Priority,No,Somewhat familiar with EightCAP programs,,EightCAP’s services are helpful but not vital for a strong community,,Improve access to and/or quality of current programs,,,,,Montcalm,Community member,,,,,,,,,,,,,,,,,,,,i.   Didn’t go to the doctor because of the cost,j. Didn’t get a prescription filled because of the cost,,,,,,,,,,,Montcalm,,No,White or Caucasian,Female,24-44 years,Divorced,High School or GED diploma,N/A,Doubled up with family or friends temporarily,700,Household of 7,"$25,001 – 45,000",Yes,Yes,Yes,,
Big Barrier,Big Barrier,Big Barrier,,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,,Big Barrier,Big Barrier,Less of a Barrier,,Less of a Barrier,Big Barrier,Big Barrier,,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,,Next Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),,Start new programs to met new needs in the community,,,,Ionia,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,"a.	Moved because of eviction or foreclosure","b.	Received a shut-off notice for utilities",,"d.	Been homeless","e.	Used a food bank or food pantry",,,,i.   Didn’t go to the doctor because of the cost,j. Didn’t get a prescription filled because of the cost,,,,,,,"6.	Non-profit (including religious org.) employee",,Ionia,,,,No,Hispanic or Latino,Female,45-54 years,Divorced,Started College,N/A,Renting home or apartment,800,Household of 1,"$12,001 – 25,000",No,Yes,Yes,,
Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Next Priority,Next Priority,Top Priority,Next Priority,Top Priority,Next Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),,,,,,Ionia,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Less of a Barrier,Big Barrier,Not a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Not a Barrier,Not a Barrier,Don't know,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Don't know,Big Barrier,Don't know,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,,,Next Priority,,,,,,Top Priority,Top Priority,,,,Top Priority,,,Next Priority,,Next Priority,,,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),,Start new programs to met new needs in the community,,Partner with other organizations and agencies in the community,,Montcalm,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",Gratiot,Ionia,Isabella,Montcalm,,Yes,White or Caucasian,Female,45-54 years,Divorced,Started College,N/A,Renting home or apartment,1200,Household of 2,"$75,001-$100,000",Yes,Yes,Yes,No,No
Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,,,,,Top Priority,,Top Priority,,Next Priority,Top Priority,,,,,,Next Priority,,,,Next Priority,Mentoring,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),,,Advocate for low income residents in the community,,,Isabella,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.	Retired",,,Isabella,,,Yes,White or Caucasian,Female,55-69 years,Married,Have Masters or other advanced degree,N/A,Own/buying home,,Household of 2,"$45,001-75,000",Yes,Yes,Yes,,
Big Barrier,Big Barrier,Don't know,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Not a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Next Priority,Top Priority,Top Priority,Next Priority,Top Priority,Next Priority,Next Priority,Next Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Next Priority,Next Priority,Next Priority,Next Priority,,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),,,,,,Montcalm,Client (in past or currently),,Head Start,,Heating Assistance,,,,,,,,,"b.	Received a shut-off notice for utilities","c.	Been without heat",,,"f.	Did you or family member cut or skip a meal because there was not enough money for food",,,i.   Didn’t go to the doctor because of the cost,j. Didn’t get a prescription filled because of the cost,,,,,,p. Missed a car payment/ insurance payment,"7.	Working more than one job",,,,Montcalm,,No,White or Caucasian,Female,24-44 years,Married,High School or GED diploma,N/A,Renting home or apartment,"1,000",Household of 4,"Under $6,000",No,Yes,Yes,,
Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Top Priority,Next Priority,Top Priority,Next Priority,Top Priority,Next Priority,Top Priority,Next Priority,Top Priority,Next Priority,Top Priority,Next Priority,Next Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,N/A,Very familiar,,EightCAP’s services are vital for a strong community,,,,,Partner with other organizations and agencies in the community,,Montcalm,Community member,,,,,,,,,,,,,,,,,,,,,j. Didn’t get a prescription filled because of the cost,,,,,,,"2.	Retired",,,,,Other,Yes,Multi-racial,Female,45-54 years,Married,Started College,N/A,Renting home or apartment,"$1,600",Household of 4,"$45,001-75,000",Yes,Yes,Yes,No,No
Less of a Barrier,Less of a Barrier,Not a Barrier,Big Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Not a Barrier,Big Barrier,Not a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,,,,,,,,,Top Priority,Top Priority,Next Priority,,,Next Priority,,Top Priority,Next Priority,,Next Priority,,,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,Advocate for low income residents in the community,Partner with other organizations and agencies in the community,,Ionia,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,,"e.	Used a food bank or food pantry",,,,,,k. Missed work because didn’t have transportation,l. Missed work because child care plans fell through,,,,,"6.	Non-profit (including religious org.) employee",Gratiot,Ionia,Isabella,Montcalm,,Yes,White or Caucasian,Female,24-44 years,Divorced,Started College,N/A,Renting home or apartment,600,Household of 4,"$12,001 – 25,000",Yes,Yes,Yes,N/A,N/A
Big Barrier,Not a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Not a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Don't know,Not a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Don't know,Less of a Barrier,Big Barrier,Not Applicable,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Top Priority,Next Priority,Top Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Top Priority,Next Priority,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,,Improve access to and/or quality of current programs,Start new programs to met new needs in the community,,Partner with other organizations and agencies in the community,,Gratiot,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",Gratiot,,,Montcalm,,Yes,White or Caucasian,Female,24-44 years,Married,Have College Degree,N/A,Own/buying home,900,Household of 2,"$45,001-75,000",Yes,Yes,Yes,,
,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Top Priority,Top Priority,,,,,,,,,Next Priority,,Next Priority,,,,,Top Priority,,Next Priority,Family support groups (specifically parents that have a child with a disability);  Programs for teens in the community to keep them busy,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,,Improve access to and/or quality of current programs,Start new programs to met new needs in the community,,Partner with other organizations and agencies in the community,,Isabella,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,"g.	Household member lost job/laid off from work",,,,,,,,,,"5.	Government (including schools) employee",,,Isabella,,,Yes,White or Caucasian,Female,24-44 years,Never Married,Have Masters or other advanced degree,N/A,Own/buying home,,Household of 2,"$45,001-75,000",Yes,Yes,Yes,,
Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Top Priority,Next Priority,Next Priority,Next Priority,Top Priority,Next Priority,Next Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,Next Priority,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,Advocate for low income residents in the community,Partner with other organizations and agencies in the community,,Montcalm,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,,,,"g.	Household member lost job/laid off from work",,,j. Didn’t get a prescription filled because of the cost,,,,,,,"8.	Employed Seasonally",,,,Montcalm,,Yes,White or Caucasian,Female,45-54 years,Married,Have Certification,N/A,Own/buying home,$2200,Household of 2,"$45,001-75,000",No,Yes,Yes,,
Big Barrier,Not a Barrier,Not a Barrier,Big Barrier,Not a Barrier,Big Barrier,Big Barrier,Don't know,Don't know,Big Barrier,Less of a Barrier,Not a Barrier,Don't know,Less of a Barrier,Don't know,Don't know,Not a Barrier,Less of a Barrier,Big Barrier,Not a Barrier,Less of a Barrier,Don't know,Big Barrier,Don't know,Not a Barrier,Big Barrier,Big Barrier,,,,,,,,,Next Priority,Next Priority,Top Priority,,Top Priority,,,,,Top Priority,Next Priority,,,,,EightCAP’s services are vital for a strong community,,Improve access to and/or quality of current programs,,,Partner with other organizations and agencies in the community,,Isabella,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",,,Isabella,,,Yes,White or Caucasian,Female,24-44 years,Married,Have Masters or other advanced degree,,Own/buying home,$1200,Household of 4,"$45,001-75,000",Yes,Yes,Yes,,
Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Next Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Next Priority,Next Priority,Top Priority,Top Priority,Top Priority,Policy changes - people with prior convictions find it almost impossible to get help with housing or even finding a job.,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),,,,Partner with other organizations and agencies in the community,,Isabella,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.	Government (including schools) employee",,,Isabella,,,Yes,White or Caucasian,Female,45-54 years,Married,Have Masters or other advanced degree,N/A,Own/buying home,1200,Household of 4,"Over $100,000",Yes,Yes,Yes,,
Not a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Top Priority,Top Priority,Next Priority,Next Priority,Next Priority,,Top Priority,,,,,,,,,,,,,,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,,,,,Partner with other organizations and agencies in the community,,Isabella,Community member,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",Gratiot,,Isabella,Montcalm,Other,No,White or Caucasian,Female,45-54 years,Married,Have Associates degree,N/A,Own/buying home,$300,Household of 2,"$45,001-75,000",Yes,Yes,Yes,,"I think access to mental health needs to be made a priority. Sadly during this pandemic many are hurting, anxious, and confused.  This has effected everyone from the top down."
Big Barrier,Less of a Barrier,Not a Barrier,Big Barrier,Big Barrier,Big Barrier,Not a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Top Priority,Top Priority,Next Priority,Next Priority,Top Priority,Next Priority,Top Priority,Next Priority,Top Priority,Top Priority,Next Priority,Next Priority,Next Priority,Next Priority,Not Applicable,Not Applicable,Next Priority,Top Priority,Top Priority,Next Priority,Morality training for leaders-managers,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,,Advocate for low income residents in the community,Partner with other organizations and agencies in the community,,Isabella,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,"d.	Been homeless","e.	Used a food bank or food pantry",,,,,,,,,n. Your family income dropped because an adult became disabled and couldn’t work,,,"7.	Working more than one job",,,Isabella,,,,White or Caucasian,Male,55-69 years,Never Married,Have College Degree,N/A,Renting home or apartment,750,Household of 1,"$12,001 – 25,000",Yes,Yes,Yes,Plenty,Transient - College centered - Poverty & drug issues- Housing scams
Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Don't know,Big Barrier,Less of a Barrier,Less of a Barrier,Not a Barrier,Not a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Not a Barrier,Less of a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,,,,,,Not Applicable,,,Top Priority,Top Priority,Not Applicable,Not Applicable,,Next Priority,Next Priority,Top Priority,Next Priority,,,,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,,,Partner with other organizations and agencies in the community,,Gratiot,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.	Government (including schools) employee",Gratiot,,,,,Yes,White or Caucasian,Female,55-69 years,Married,Have College Degree,N/A,Own/buying home,$1200.00,Household of 4,"$45,001-75,000",Yes,No,Yes,,
Less of a Barrier,Not a Barrier,Not a Barrier,Big Barrier,Not a Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Not a Barrier,Big Barrier,Not a Barrier,Less of a Barrier,Not a Barrier,Not a Barrier,Less of a Barrier,Less of a Barrier,,Top Priority,,,,,,,Top Priority,Next Priority,,,,,,Top Priority,,Next Priority,Next Priority,,,Very familiar,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),,,,,,Gratiot,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.	Non-profit (including religious org.) employee",Gratiot,,Isabella,,,Yes,White or Caucasian,Female,24-44 years,Married,Have College Degree,N/A,Own/buying home,$1000,Household of 4,"Over $100,000",Yes,Yes,Yes,no,no
Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,,,Top Priority,Not Applicable,Next Priority,,Top Priority,Not Applicable,,Next Priority,Next Priority,,,Top Priority,Not Applicable,,,,,,Life skills coaching to help with life transitions,Not familiar with most EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,Advocate for low income residents in the community,Partner with other organizations and agencies in the community,,Other,Community member,,,,,,,,,,,,,"b.	Received a shut-off notice for utilities",,,"e.	Used a food bank or food pantry",,"g.	Household member lost job/laid off from work",,i.   Didn’t go to the doctor because of the cost,,,,,,,p. Missed a car payment/ insurance payment,"6.	Non-profit (including religious org.) employee",,,,,Other,Yes,White or Caucasian,Female,45-54 years,Married,Have Masters or other advanced degree,N/A,Own/buying home,800,Household of 3,"$45,001-75,000",Yes,Yes,Yes,,
Big Barrier,Less of a Barrier,Not a Barrier,Big Barrier,Don't know,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Don't know,Don't know,Don't know,Big Barrier,Big Barrier,Big Barrier,Not a Barrier,Don't know,Don't know,Big Barrier,Don't know,Big Barrier,Big Barrier,Big Barrier,Don't know,Don't know,Don't know,Big Barrier,,,Top Priority,,Top Priority,,,,,,Top Priority,,,,,,,,,,Job skills training,Not familiar with most EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,Advocate for low income residents in the community,Partner with other organizations and agencies in the community,,Gratiot,Community member,,,,,,,,,,,,,,,,,,"g.	Household member lost job/laid off from work",,,,,,,,,,"6.	Non-profit (including religious org.) employee",Gratiot,,,Montcalm,Other,Yes,White or Caucasian,Male,55-69 years,Married,Have College Degree,N/A,Own/buying home,400,Household of 2,"$25,001 – 45,000",Yes,Yes,Yes,,
Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Don't know,Not a Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Don't know,Don't know,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Don't know,Big Barrier,Don't know,Big Barrier,Don't know,Less of a Barrier,Big Barrier,Less of a Barrier,Top Priority,,Next Priority,,,,Top Priority,,,Top Priority,,Next Priority,Next Priority,,,,,,,,,Somewhat familiar with EightCAP programs,,EightCAP’s services are vital for a strong community,Expand the availability of services in current programs (serve more customers),Improve access to and/or quality of current programs,Start new programs to met new needs in the community,,Partner with other organizations and agencies in the community,,Other,Work for agency/organization that partners with EightCAP,,,,,,,,,,,,,,,,,,"g.	Household member lost job/laid off from work",,,,,,,,,,"5.	Government (including schools) employee",Gratiot,,,,Other,Yes,White or Caucasian,Female,55-69 years,Married,Have Masters or other advanced degree,N/A,Own/buying home,675,Household of 2,"$75,001-$100,000",Yes,Yes,Yes,,
Big Barrier,Don't know,Don't know,Big Barrier,Don't know,Big Barrier,Don't know,Don't know,Big Barrier,Don't know,Big Barrier,Big Barrier,Don't know,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Don't know,Big Barrier,Don't know,Don't know,Big Barrier,Big Barrier,Big Barrier,Big Barrier,Top Priority,Next Priority,Next Priority,Next Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Top Priority,Top Priority,Next Priority,Next Priority,Next Priority,Next Priority,,Very familiar,,No opinion,Expand the availability of services in current programs (serve more customers),,,,,,Montcalm,Work for EightCAP or on Governance Board/Policy Council,,,,,,,,,,,,,,,,,,,,,,,,,,o. Had a bank account closed because overdrawn,p. Missed a car payment/ insurance payment,"5.	Government (including schools) employee",Gratiot,,,,,Yes,Hispanic or Latino,Female,55-69 years,Married,Started College,N/A,Own/buying home,800,Household of 2,"$25,001 – 45,000",No,Yes,Yes,,
Big Barrier,Big Barrier,Less of a Barrier,Big Barrier,Less of a Barrier,Big Barrier,Big Barrier,Less of a Barrier,Don't know,Not a Barrier,Less of a Barrier,Big Barrier,Big Barrier,Big Barrier,Less of a Barrier,Don't know,Big Barrier,Big Barrier,Big Barrier,Don't know,Big Barrier,Don't know,Big Barrier,Less of a Barrier,Less of a Barrier,Less of a Barrier,Don't know,Next Priority,Top Priority,Not Applicable,Next Priority,Next Priority,Not Applicable,Top Priority,Next Priority,Top Priority,Top Priority,Next Priority,Top Priority,Top Priority,Next Priority,Not Applicable,Top Priority,Not Applicable,Next Priority,Top Priority,Top Priority,Not that I can think of,Somewhat familiar with EightCAP programs,,EightCAP’s services are helpful but not vital for a strong community,Expand the availability of services in current programs (serve more customers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
